session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	exp_check1	exp_check2	exp_check3	exp_check4	learnCond	order	expBlack	expWhite	expDiff
14232464	855.275	972.125	311.171669	0.375516191	Female	Slightly conservative	White	us	56	-0.37	"Black Names/Unpleasant Words,White Names/Pleasant Words"	1	-2	1	2	1	-1	2	-1	-1	-1	NA	NA	NA	NA	Control	Congruent first	0.8	-0.6	-1.4
14232488	969.65	1539.375	550.9780945	1.034024775	Male	Slightly liberal	Asian	us	57	-1.01	"Black Names/Unpleasant Words,White Names/Pleasant Words"	41	45	0	0	-1	0	-1	0	0	0	"Most/all white Americans presented were bad, while most/all black Americans presented were good."	"Their skin color.  In the test, the famous individuals who are generally admired are black, while the famous individuals who are generally disliked are white."	1	1	Experimental	Congruent first	8	8.8	0.8
14232505	978.85	979.4	432.5990155	-0.001271385	Male	Slightly conservative	Black	us	40	0	"White Names/Unpleasant Words,Black Names/Pleasant Words"	67	43	41	34	26	33	66	-44	-4	14	NA	NA	NA	NA	Control	Incongruent first	40.2	15	-25.2
14232553	1700.3	1007.7	918.9346749	0.753698842	Male	NA	NA	us	31	-0.74	"Black Names/Pleasant Words,White Names/Unpleasant Words"	0	-1	-2	-1	0	-1	0	0	1	0	NA	NA	NA	NA	Control	Incongruent first	-0.8	0	0.8
14232593	1128.025	1135.725	697.9590386	-0.011032166	Female	Neutral	Black	us	23	0.01	"White Names/Unpleasant Words,Black Names/Pleasant Words"	57	-58	83	54	1	47	24	-7	0	-7	"All of the white famous individuals committed crimes, the black individuals were all in the entertainment business or civil rights leaders."	Yes the ones that were disliked were criminals the ones that were liked helped people.	1	1	Experimental	Incongruent first	48.4	-9.6	-58
14232615	990.775	1246.925	745.6071199	0.343545539	Female	Slightly liberal	White	us	29	-0.34	"Black Names/Unpleasant Words,White Names/Pleasant Words"	76	63	74	4	5	68	75	2	4	71	"White presented as bad, black presented as good"	criminals	1	1	Experimental	Congruent first	45.4	43	-2.4
14232666	733	1114.85	463.6374832	0.82359605	Male	Neutral	Hispanic	us	18	-0.89	"Black Names/Unpleasant Words,White Names/Pleasant Words"	5	6	100	1	46	18	0	14	12	23	NA	NA	NA	NA	Control	Congruent first	34	11	-23
14232752	1527.410256	959.625	1113.825169	0.509761561	Female	Neutral	White	us	23	-0.51	"White Names/Unpleasant Words,Black Names/Pleasant Words"	99	99	0	0	0	0	-1	1	1	-1	they were all great people	bad people were white	1	1	Experimental	Incongruent first	19.8	19.8	0
14232758	1564.769231	1001.1	916.2513256	0.615190631	Female	Strongly conservative	White	us	23	-0.6	"Black Names/Pleasant Words,White Names/Unpleasant Words"	99	99	1	98	100	99	100	100	100	100	NA	NA	NA	NA	Control	Incongruent first	79.4	99.8	20.4
14232827	1132.375	1639.6	978.5621523	0.51833703	Female	Neutral	Multiracial	us	34	-0.51	"Black Names/Unpleasant Words,White Names/Pleasant Words"	56	53	61	79	72	74	70	61	73	61	All famous people; The Black people were for good and ALL of the white people were known for bad things	yes	2	1	Experimental	Congruent first	68.4	63.6	-4.8
14232848	812.275	882.075	243.5180328	0.28663175	Female	Moderately liberal	Asian	us	20	-0.28	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-2	-36	96	-1	49	41	0	-98	-88	-32	NA	NA	NA	NA	Control	Congruent first	36.6	-50.8	-87.4
14232850	685.325	840.875	364.4760276	0.426777039	Female	Slightly liberal	Asian	us	18	-0.42	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-13	-14	44	39	-1	-1	37	-2	-19	-1	The white individuals were known for negative things while the black ones were seen for positive.	the famous people who were black while the people who were generally disliked were white	1	1	Experimental	Congruent first	13.6	0.2	-13.4
14232892	924.6	1029.3	377.4346083	0.277399045	Male	Slightly conservative	Asian	us	21	-0.28	"Black Names/Unpleasant Words,White Names/Pleasant Words"	3	3	0	1	0	-2	-1	-1	-2	-17	NA	NA	NA	NA	Control	Congruent first	0.4	-3.6	-4
14232904	897.75	1034.375	422.2962348	-0.323528814	Female	Moderately liberal	White	us	33	0.31	"White Names/Unpleasant Words,Black Names/Pleasant Words"	2	-32	29	99	-1	-17	0	-27	-11	-20	The white individuals were criminals. The black individuals were entertainers.	The black individuals were generally admired.	1	1	Experimental	Incongruent first	22.4	-18	-40.4
14232905	675.45	828.425	239.3259704	0.639190974	Female	Moderately liberal	White	us	33	-0.62	"White Names/Pleasant Words,Black Names/Unpleasant Words"	44	43	1	0	0	-1	-1	0	-1	0	"white americans were killers and criminals and black americans were entertainers, politicians, or activists."	NA	1	1	Experimental	Congruent first	8.8	8.2	-0.6
14232928	1363.1	1780.4	893.9361331	0.466811872	Male	Neutral	Black	us	57	-0.46	"White Names/Pleasant Words,Black Names/Unpleasant Words"	5	6	97	4	2	11	2	3	2	53	No.	Most of those that were disliked had criminal past.	2	1	Experimental	Congruent first	23.8	13.2	-10.6
14232931	596.125	1090.55	868.8896442	0.569030835	Male	Slightly liberal	White	us	19	-0.57	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-1	1	0	-1	0	76	0	1	0	76	NA	NA	NA	NA	Control	Congruent first	14.8	15.6	0.8
14232983	1802.75	1130.675	923.3886436	-0.727835462	Female	Moderately liberal	White	us	45	0.73	"Black Names/Unpleasant Words,White Names/Pleasant Words"	99	56	1	0	0	0	0	0	-1	1	NA	NA	NA	NA	Control	Congruent first	20	11.2	-8.8
14233011	831.075	1316.210526	685.00019	-0.708226849	Female	Neutral	Multiracial	us	20	0.7	"Black Names/Pleasant Words,White Names/Unpleasant Words"	48	44	-1	-2	-1	-1	-1	-2	1	-2	Some of the pictures were taken from security cameras so it was easier to tell what they had done.	The facial expressions were very different based on their background.	2	4	Experimental	Incongruent first	8.6	8	-0.6
14233043	820.7	944.15	326.4634345	0.378143421	Female	Moderately conservative	White	us	49	-0.38	"White Names/Pleasant Words,Black Names/Unpleasant Words"	31	27	-1	-1	0	0	1	1	-1	-1	No	No	2	4	Experimental	Congruent first	5.8	5.4	-0.4
14233046	1106.45	1230.925	540.5090098	-0.230292183	Male	Moderately liberal	White	us	28	0.22	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	100	0	0	0	-1	-1	0	1	0	no	many of the people who were admired were black and the displaced ones were white	1	1	Experimental	Incongruent first	19.8	20	0.2
14233059	1079.2	985.975	476.1404615	-0.195793064	Female	Moderately liberal	White	us	35	0.2	"White Names/Pleasant Words,Black Names/Unpleasant Words"	98	98	-2	-1	0	-2	-1	-1	-1	-1	WHITE MALES WERE CRIMINALS; BLACK MALES WERE LEADERS; ALL WERE MALE	FAMOUS WERE BLACK	1	1	Experimental	Congruent first	18.6	18.8	0.2
14233074	1092.725	1054.8	592.6687602	0.063990213	Female	Slightly conservative	White	us	19	-0.06	"Black Names/Pleasant Words,White Names/Unpleasant Words"	15	17	99	47	51	50	99	37	0	43	No	No	2	3	Experimental	Incongruent first	52.4	39.2	-13.2
14233159	1975.717949	1680.375	1176.989933	0.250930735	Female	Strongly liberal	White	us	64	-0.25	"White Names/Unpleasant Words,Black Names/Pleasant Words"	86	81	0	3	15	83	79	50	-1	84	no	most were celebrities	1	1	Experimental	Incongruent first	37.4	58.6	21.2
14233168	680.325	719.9	180.86354	-0.218811376	Female	Slightly conservative	White	us	20	0.22	"Black Names/Pleasant Words,White Names/Unpleasant Words"	96	92	91	93	38	81	38	46	43	31	NA	NA	NA	NA	Control	Incongruent first	79.8	50	-29.8
14233200	1149.45	725.325	355.6903964	1.192399357	Female	Strongly liberal	Multiracial	us	39	-1.19	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	-24	41	29	-1	58	0	-24	-16	-9	NA	NA	NA	NA	Control	Incongruent first	45.4	-14.6	-60
14233221	1001.675	1084.538462	766.6058494	-0.10809135	Female	Moderately liberal	Black	us	26	0.11	"Black Names/Pleasant Words,White Names/Unpleasant Words"	78	-68	89	-1	0	2	-3	-96	-38	-1	Yes. Most of the white male American photos were criminals where the black Americans were entertainers or change movers	"Yes, famous american are loved and adored while the average Black American is deemed invisible or a threat"	1	1	Experimental	Incongruent first	33.6	-41.2	-74.8
14233235	936.4	1083.175	511.3684716	-0.287023953	Female	Strongly liberal	White	us	20	0.29	"White Names/Unpleasant Words,Black Names/Pleasant Words"	45	22	18	5	2	1	2	-1	-2	-16	many of the white men were criminals	the black individuals were more well liked	1	1	Experimental	Incongruent first	14.2	1	-13.2
14233238	1457.375	1383.871795	965.8195562	-0.07610449	Female	Strongly conservative	White	us	19	0.07	"Black Names/Unpleasant Words,White Names/Pleasant Words"	99	99	99	98	99	100	99	100	100	99	Nothing was out of the ordinary	nothing	2	4	Experimental	Congruent first	99	99.4	0.4
14233267	1237.75	2809.076923	1921.341431	0.817828054	Female	Moderately liberal	White	us	52	-0.81	"Black Names/Unpleasant Words,White Names/Pleasant Words"	44	40	39	1	1	45	54	48	-2	47	no	It seemed the white famous people in this study were evil.	1	1	Experimental	Congruent first	26	37.4	11.4
14233342	807.825	1249.55	477.1060332	0.925842411	Female	Moderately liberal	White	us	39	-0.91	"White Names/Pleasant Words,Black Names/Unpleasant Words"	2	0	16	29	39	7	56	35	2	48	they were famous	NA	2	1	Experimental	Congruent first	18.6	28.2	9.6
14233412	996.15	755.025	452.6298036	-0.532720113	Female	Moderately liberal	Hispanic	us	19	0.53	"White Names/Pleasant Words,Black Names/Unpleasant Words"	84	-60	83	44	30	37	20	-59	-55	-79	"all the white ones were criminals, the black ones were successful in the industries they were in"	black vs white	1	1	Experimental	Congruent first	55.6	-46.6	-102.2
14233429	1394.875	1101.75	648.1753082	0.45223105	Female	Strongly liberal	Multiracial	us	19	-0.45	"Black Names/Pleasant Words,White Names/Unpleasant Words"	45	-34	100	52	-1	50	2	-52	-49	-55	NA	NA	NA	NA	Control	Incongruent first	49.2	-37.6	-86.8
14233436	1405.775	1255.925	393.0072985	0.381290629	Female	Slightly conservative	White	us	54	-0.37	"White Names/Unpleasant Words,Black Names/Pleasant Words"	10	10	5	3	9	5	2	9	16	10	NA	NA	NA	NA	Control	Incongruent first	6.4	9.4	3
14233443	1072.7	735.65	377.0374113	0.893943121	Male	Moderately conservative	White	us	22	-0.86	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-20	5	-1	-1	-7	-8	17	0	-1	17	no	if i remember correctly now maybe all the white people were criminals of some sort and the black people were famous for better reasons	1	1	Experimental	Incongruent first	-7.4	7.6	15
14233452	968.25	1778.825	753.5757451	1.075638388	Female	Moderately liberal	White	us	33	-1.04	"White Names/Pleasant Words,Black Names/Unpleasant Words"	7	8	94	47	29	48	98	54	49	53	NA	NA	NA	NA	Control	Congruent first	45	52.4	7.4
14233463	859.225	1134.675	628.5995465	0.438196307	Male	Moderately conservative	White	us	15	-0.73	"Black Names/Unpleasant Words,White Names/Pleasant Words"	55	100	99	32	1	2	100	100	60	100	NA	NA	NA	NA	Control	Congruent first	37.8	92	54.2
14233513	1695.925	1208.95	992.8669247	0.490473585	Male	Neutral	Asian	us	24	-0.49	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-36	-1	2	-21	-4	0	35	28	30	28	no	no	2	4	Experimental	Incongruent first	-11.8	24	35.8
14233527	1012.175	1170.975	486.2447624	0.326584495	Female	Moderately liberal	White	us	54	-0.33	"Black Names/Unpleasant Words,White Names/Pleasant Words"	32	28	100	100	100	18	43	34	43	40	NA	NA	NA	NA	Control	Congruent first	70	37.6	-32.4
14233535	994.875	1240.05	577.7050394	0.424394775	Female	Strongly conservative	White	us	58	-0.42	"White Names/Pleasant Words,Black Names/Unpleasant Words"	48	26	40	27	37	29	11	25	17	48	BOTH BLACK AND WHITE-CRIMINALS/FAMOUS	FAMOUS PEOPLE ADMIRED-ATHLETE-MUSICIAN-ACTOR-HISTORY MAKER-BACK AND WHITE	2	1	Experimental	Congruent first	36.2	25.4	-10.8
14233552	790.35	1008.075	394.6558409	0.551683207	Female	Moderately liberal	Hispanic	us	46	-0.55	"White Names/Pleasant Words,Black Names/Unpleasant Words"	33	33	1	0	-1	-1	-1	2	0	-1	No	This disliked people had their mugshots shown more often	1	1	Experimental	Congruent first	6.4	6.6	0.2
14233566	716.45	630.9	162.9029979	0.525159151	Male	Slightly liberal	Black	us	18	-0.52	"White Names/Unpleasant Words,Black Names/Pleasant Words"	48	-19	53	18	41	15	-1	0	-10	35	NA	NA	NA	NA	Control	Incongruent first	35	1	-34
14233596	1006.8	1119.725	480.3148425	-0.235106205	Female	Moderately liberal	White	us	30	0.22	"White Names/Unpleasant Words,Black Names/Pleasant Words"	0	1	0	0	0	-1	-2	-1	-3	0	criminals	good or bad behavior	2	1	Experimental	Incongruent first	-0.2	-1	-0.8
14233605	1311.75	1041.85	606.7785741	0.444808059	Female	Neutral	Hispanic	us	20	-0.43	"White Names/Unpleasant Words,Black Names/Pleasant Words"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Experimental	Incongruent first	NA	NA	NA
14233610	795.225	715.475	247.4936184	0.322230531	Male	Neutral	White	us	24	-0.32	"Black Names/Pleasant Words,White Names/Unpleasant Words"	4	19	39	32	-2	36	36	36	38	35	All the white people had pictures of them smiling.	The disliked ones were white and committed crimes.	1	1	Experimental	Incongruent first	21.8	32.8	11
14233841	1457.6	1102.9	658.4448402	0.538693568	Female	Strongly liberal	White	us	71	-0.53	"White Names/Unpleasant Words,Black Names/Pleasant Words"	2	0	0	-1	-2	-1	-1	-1	0	-2	NA	NA	NA	NA	Control	Incongruent first	-0.4	-0.8	-0.4
14233882	869.45	906.1	403.3156246	0.090871758	Female	Moderately liberal	Hispanic	us	16	-0.09	"White Names/Pleasant Words,Black Names/Unpleasant Words"	99	88	99	100	98	99	99	59	51	81	NA	NA	NA	NA	Control	Congruent first	99	75.6	-23.4
14233892	1249.325	1317.55	777.2188465	-0.087780939	Male	Neutral	Hispanic	us	19	0.09	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	100	49	0	-1	-1	58	-2	-1	0	NA	NA	NA	NA	Control	Incongruent first	29.4	31	1.6
14233909	821.125	1017.3	461.9546718	0.424662877	Female	Neutral	White	us	45	-0.42	"White Names/Pleasant Words,Black Names/Unpleasant Words"	47	43	-2	-1	0	0	-1	-1	0	0	All of the white American individuals were criminals.	Many of the African American individuals were film stars or athletes.	1	1	Experimental	Congruent first	8.8	8.2	-0.6
14233913	1273.125	1059.1	895.4960296	0.239001618	Female	Slightly liberal	Hispanic	us	26	-0.24	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	-100	99	97	24	98	-97	-94	-89	-98	NA	NA	NA	NA	Control	Incongruent first	83.6	-95.6	-179.2
14233994	2237.825	1281.25	939.0694417	1.018641389	Male	Moderately conservative	White	us	68	-1.01	"Black Names/Pleasant Words,White Names/Unpleasant Words"	5	2	3	0	2	1	-2	-1	1	1	NA	NA	NA	NA	Control	Incongruent first	2.2	0.2	-2
14234242	3306.421053	1879.675	2046.706992	-0.697093457	Male	Neutral	Hispanic	us	33	0.69	"Black Names/Unpleasant Words,White Names/Pleasant Words"	53	24	0	0	0	0	0	1	0	-1	NA	NA	NA	NA	Control	Congruent first	10.6	4.8	-5.8
14234281	1677.7	1171.5	592.5469719	0.854278267	Male	Moderately liberal	Black	us	51	-0.8	"Black Names/Pleasant Words,White Names/Unpleasant Words"	74	42	75	70	-1	69	29	1	53	0	NA	NA	NA	NA	Control	Incongruent first	57.4	25	-32.4
14234605	962.925	1718.625	880.5738057	0.858190415	Female	Neutral	Hispanic	us	29	-0.85	"White Names/Pleasant Words,Black Names/Unpleasant Words"	4	5	5	78	94	87	77	92	88	77	no	no	2	4	Experimental	Congruent first	53.6	67.8	14.2
14234612	1088.325	1657.725	778.1582439	-0.731727774	Female	Moderately liberal	Black	us	43	0.73	"White Names/Unpleasant Words,Black Names/Pleasant Words"	NA	29	21	21	19	21	-11	12	16	-17	"They were unibombers, serial killers, sex offenders and some were famous"	I noticed the White Americans had committed major crimes and the Black Americans were famous.	1	1	Experimental	Incongruent first	20.5	5.8	-14.7
14234738	1295.75	1580.475	835.4134123	-0.340819283	Female	Strongly liberal	White	us	52	0.33	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	70	79	52	0	67	-2	-10	8	-8	NA	NA	NA	NA	Control	Incongruent first	59.6	11.6	-48
14234821	1057.7	1087.85	762.2124687	-0.0395559	Female	Strongly liberal	White	us	43	0.04	"Black Names/Pleasant Words,White Names/Unpleasant Words"	2	9	9	5	-10	-1	5	-2	-1	0	NA	NA	NA	NA	Control	Incongruent first	1	2.2	1.2
14234860	1478.1	1738.9	1047.878484	0.24888382	Female	Moderately liberal	White	us	46	-0.24	"White Names/Pleasant Words,Black Names/Unpleasant Words"	40	24	46	6	14	9	-14	-12	-12	-11	the black people are celebrities and the white people criminals	all celebrities for black people and all criminals for whites. all men	1	1	Experimental	Congruent first	23	-5	-28
14234869	1090.4	1026.6	512.7613011	0.124424366	Male	Neutral	Hispanic	us	19	-0.12	"White Names/Unpleasant Words,Black Names/Pleasant Words"	1	18	-1	-1	-1	0	-1	-2	-1	-1	NA	NA	NA	NA	Control	Incongruent first	-0.4	2.6	3
14234891	871.55	775.025	378.5804997	0.254965589	Female	Slightly conservative	White	us	34	-0.2	"White Names/Unpleasant Words,Black Names/Pleasant Words"	51	49	98	66	62	97	61	98	65	58	All the famous black people did great things in their lives where most if not all the white people were infamous for bad behavior	The whites were disliked and the blacks were admired	1	1	Experimental	Incongruent first	74.8	66.2	-8.6
14234896	1296.75	2482.45	1218.010087	0.973473055	Female	Moderately liberal	White	us	75	-0.95	"White Names/Pleasant Words,Black Names/Unpleasant Words"	24	17	47	22	25	17	2	41	41	27	Black Americans are distinguished in their fields. While Americans are criminals.	Admired individuals have achieved something important. Those generally disliked have done harm to others.	1	1	Experimental	Congruent first	27	25.6	-1.4
14234913	989.925	975.05	330.042613	0.045069938	Female	Moderately liberal	Black	us	41	0.03	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	100	0	1	-2	-2	-1	-1	49	-2	The white men were criminals and the black men were actors or civil rights leader	admired were black and disliked were white	1	1	Experimental	Incongruent first	19.4	29	9.6
14234945	2105.875	1584.925	721.9086972	0.721628652	Male	Moderately conservative	White	us	56	-0.69	"Black Names/Pleasant Words,White Names/Unpleasant Words"	13	15	-1	0	20	-8	1	25	20	22	"Most white Americans were serial killers or organized crime members, etc. (bad)."	"The black Americans were civil rights leaders, sports stars, and comedians. (bad)  The white Americans were bad people."	1	1	Experimental	Incongruent first	4.8	16.6	11.8
14234946	794.7	768.05	321.3295314	0.082936666	Female	Moderately liberal	White	us	37	-0.08	"Black Names/Pleasant Words,White Names/Unpleasant Words"	31	24	0	0	3	-1	-1	0	0	-2	the black people were sucessful and the white people were criminals	"white people can be criminals and also famous, whereas black people must be successful to be famous"	1	1	Experimental	Incongruent first	6.6	4.2	-2.4
14234957	1283.075	1212.525	627.7011181	0.112394256	Female	Neutral	White	us	30	-0.11	"White Names/Unpleasant Words,Black Names/Pleasant Words"	99	72	100	-1	1	-1	0	-1	0	-1	No	More white people seemed to be bad while almost all of the black people were good	1	1	Experimental	Incongruent first	39.6	14	-25.6
14234965	1086.25	1296.1	798.5462547	0.262790037	Female	Slightly conservative	White	us	43	-0.26	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-1	-2	1	-1	0	2	1	-1	-1	1	NA	NA	2	1	Experimental	Congruent first	0.2	-0.4	-0.6
